Solute_Canon,Solvent_Canon,Solvent,Temperature_K,LogS,Solubility(mole_fraction),MW,Source
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CC(C)CCO,isopentanol,318.65,-1.0878993570871838,0.009041,246.313,10.1016/j.molliq.2026.129234
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CC(C)CCO,isopentanol,324.25,-1.0182431029701535,0.010654,246.313,10.1016/j.molliq.2026.129234
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,278.15,-0.2511388600987455,0.05687,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,283.15,-0.2244556753039929,0.06052,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,288.15,-0.2008971627734071,0.06396,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,293.15,-0.181311894203079,0.06701,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,298.15,-0.1566797320233398,0.07094,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,303.15,-0.1363339774122942,0.07442,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,308.15,-0.1025613688029371,0.08031,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,313.15,-0.0726541794910529,0.08593,154.12099999999998,10.1021/acs.jced.0c01032
O=C(O)c1cccc(O)c1O,CC(C)CCO,isopentanol,318.15,-0.050452635171737,0.09041,154.12099999999998,10.1021/acs.jced.0c01032
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,272.15,0.2297725695253966,0.1536,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,278.25,0.3582599131567285,0.197,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,283.15,0.4661686600040133,0.2401,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,288.15,0.5760502031773266,0.2902,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,293.35,0.696786312990962,0.3517,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,297.65,0.8041786227530118,0.4109,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,303.15,0.9505728069288638,0.4955,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,308.15,1.1054182389877063,0.585,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,313.65,1.3211750042617492,0.6996,169.224,10.1021/acs.jced.1c00704
C=CC(=O)NC(C)(C)CC(C)=O,CC(C)CCO,isopentanol,318.85,1.6103975877883183,0.82,169.224,10.1021/acs.jced.1c00704
CS(N)(=O)=O,CC(C)CCO,isopentanol,283.16,-1.3305817319684146,0.00502,95.123,10.1021/acs.jced.2c00012
CS(N)(=O)=O,CC(C)CCO,isopentanol,288.14,-1.15891196854907,0.00747,95.123,10.1021/acs.jced.2c00012
CS(N)(=O)=O,CC(C)CCO,isopentanol,293.16,-1.0006140735234008,0.01077,95.123,10.1021/acs.jced.2c00012
CS(N)(=O)=O,CC(C)CCO,isopentanol,298.17,-0.8952659484341124,0.01375,95.123,10.1021/acs.jced.2c00012
CS(N)(=O)=O,CC(C)CCO,isopentanol,303.05,-0.7791636082288099,0.01797,95.123,10.1021/acs.jced.2c00012
CS(N)(=O)=O,CC(C)CCO,isopentanol,308.06,-0.6755090564075703,0.02281,95.123,10.1021/acs.jced.2c00012
CS(N)(=O)=O,CC(C)CCO,isopentanol,313.15,-0.5735804794550388,0.02881,95.123,10.1021/acs.jced.2c00012
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,288.15,-2.732227850527324,0.000201,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,293.15,-2.693676330702756,0.0002207,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,298.15,-2.6368121519078875,0.0002526999999999,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,303.15,-2.5968195259637548,0.0002784,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,308.15,-2.5547230258102025,0.0003081999999999,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,313.15,-2.508606796194724,0.0003443999999999,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,318.15,-2.4745571007543505,0.0003742,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,323.15,-2.432131296934572,0.0004146,111.104,10.1021/acs.jced.2c00507
Nc1ccnc(=O)[nH]1,CC(C)CCO,isopentanol,328.15,-2.368072965042624,0.0004828,111.104,10.1021/acs.jced.2c00507
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,283.1,-1.6496599237736154,0.002414,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,288.1,-1.51697806077184,0.003289,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,293.1,-1.4107725578984658,0.004216,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,298.1,-1.288848039316555,0.005601,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,303.1,-1.154096389906148,0.007659,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,308.1,-1.0301032596075894,0.010212,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,313.1,-0.9028096364341324,0.013707,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,318.1,-0.7765126621458414,0.018335,258.273,10.1021/acs.jced.2c00734
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CC(C)CCO,isopentanol,323.1,-0.6416131256107724,0.024965,258.273,10.1021/acs.jced.2c00734
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,283.1,-2.2209201984360214,0.000649,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,288.1,-2.0741769224351234,0.0009139,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,293.1,-1.935555805074512,0.0012629999999999,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,298.1,-1.8204300335672696,0.0016535,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,303.1,-1.7195957977480223,0.0020946,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,308.1,-1.604316677474181,0.0027426,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,313.1,-1.4905856159298387,0.0035777,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,318.1,-1.3716209692041377,0.0047223,236.31500000000003,10.1021/acs.jced.3c00606
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CC(C)CCO,isopentanol,323.1,-1.2615578562238878,0.0061053,236.31500000000003,10.1021/acs.jced.3c00606
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,273.15,-0.3081969229675501,0.05,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,278.15,-0.1495264722530793,0.0708,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,283.15,-0.0446678008352465,0.0888,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,288.15,0.0591467919429472,0.1106,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,293.15,0.1372334424830185,0.1301,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,298.15,0.2169456497589907,0.1529,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,303.15,0.3013185670156578,0.1805,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,308.15,0.3863800376549031,0.2121,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,313.15,0.4752042382798701,0.2492,178.143,10.1021/acs.jced.3c00771
O=c1ccc2cc(O)c(O)cc2o1,CC(C)CCO,isopentanol,318.15,0.5635271253012648,0.2901,178.143,10.1021/acs.jced.3c00771
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,283.15,-1.242695070992209,0.006139,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,288.15,-1.1746153942246975,0.007207,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,293.15,-1.1032646788113794,0.008523,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,298.15,-1.031666720478569,0.01008,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,303.15,-0.9381825206670212,0.01253,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,308.15,-0.8500018480086136,0.01538,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,313.15,-0.7346880924939768,0.0200599999999999,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,318.15,-0.633397792537418,0.02531,243.309,10.1021/acs.jced.4c00192
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)CCO,isopentanol,323.15,-0.5042329529297415,0.03394,243.309,10.1021/acs.jced.4c00192
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,283.15,-1.0174133464390809,0.01027,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,288.15,-0.9179204863277048,0.01294,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,293.15,-0.8286618653239657,0.01592,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,298.15,-0.748729817829536,0.01916,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,303.15,-0.6670786533865524,0.02314,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,308.15,-0.5753473092870154,0.02856,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,313.15,-0.4846101893761673,0.03513,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,318.15,-0.3961119549517015,0.04292,339.3910000000001,10.1021/acs.jced.4c00419
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)CCO,isopentanol,323.15,-0.2830917416389599,0.0552299999999999,339.3910000000001,10.1021/acs.jced.4c00419
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CC(C)CCO,isopentanol,278.15,-1.3078424837723068,0.005264,440.8580000000001,10.1021/acs.jced.4c00533
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CC(C)CCO,isopentanol,283.15,-1.1705727597206566,0.00724,440.8580000000001,10.1021/acs.jced.4c00533
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CC(C)CCO,isopentanol,288.15,-1.0413976184656746,0.009769,440.8580000000001,10.1021/acs.jced.4c00533
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CC(C)CCO,isopentanol,293.15,-0.9176099791740708,0.0130099999999999,440.8580000000001,10.1021/acs.jced.4c00533
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CC(C)CCO,isopentanol,298.15,-0.7931362888465386,0.0173299999999999,440.8580000000001,10.1021/acs.jced.4c00533
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CC(C)CCO,isopentanol,303.15,-0.6980835625569122,0.02158,440.8580000000001,10.1021/acs.jced.4c00533
Nc1ncccn1,CC(C)CCO,isopentanol,272.65,-1.0153308888080923,0.01022,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,278.25,-0.8933017527186007,0.01356,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,283.55,-0.7852023517067803,0.01741,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,288.15,-0.694460075393119,0.02146,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,293.15,-0.6050275249985386,0.02636,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,297.85,-0.5184964374503691,0.0321199999999999,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,302.65,-0.4392628650379236,0.03847,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,307.25,-0.3623924015612809,0.04577,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,312.55,-0.2841928742603093,0.05457,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,317.35,-0.2142104049966347,0.0637799999999999,95.105,10.1021/acs.jced.4c00673
Nc1ncccn1,CC(C)CCO,isopentanol,323.35,-0.1291072167709014,0.07694,95.105,10.1021/acs.jced.4c00673
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,278.15,-1.3734768208392452,0.004529,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,283.15,-1.2984792329406238,0.005403,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,288.15,-1.2217879145679067,0.00647,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,293.15,-1.1303400011736209,0.008012,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,298.15,-1.0183756815399778,0.01039,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,303.15,-0.9470451622504558,0.01228,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,308.15,-0.8485702029376171,0.01543,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,313.15,-0.7724556108200987,0.01842,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,318.15,-0.6725245387338641,0.02318,407.31800000000015,10.1021/acs.jced.5c00102
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)CCO,isopentanol,323.15,-0.5367343431703765,0.03157,407.31800000000015,10.1021/acs.jced.5c00102
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,283.15,-0.5292974136968958,0.03094,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,288.15,-0.479066753113636,0.03476,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,293.15,-0.4045152861794221,0.04119,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,298.15,-0.313459102745599,0.05053,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,303.15,-0.235816858918129,0.0601,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,308.15,-0.1506654420984713,0.0725,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,313.15,-0.0733181001723192,0.08581,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,318.15,-0.0091084417765196,0.09855,203.241,10.1021/acs.jced.5c00115
O=C(O)CCCc1c[nH]c2ccccc12,CC(C)CCO,isopentanol,323.15,0.0667930434155598,0.1157,203.241,10.1021/acs.jced.5c00115
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,283.15,-0.2882309788016451,0.05269,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,288.15,-0.2594282337713787,0.05635,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,293.15,-0.2052143300693357,0.06365,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,298.15,-0.154116346102902,0.07133,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,303.15,-0.0888530788863262,0.08231,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,308.15,-0.0231704469189951,0.09489,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,313.15,0.0394888549152218,0.1085,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,318.15,0.1066813272055016,0.1249,131.131,10.1021/acs.jced.5c00208
CC(=O)N[C@@H](C)C(=O)O,CC(C)CCO,isopentanol,323.15,0.15988264242498,0.1394999999999999,131.131,10.1021/acs.jced.5c00208
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,272.15,-2.198031838190272,0.0006772,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,277.95,-2.0326779508903345,0.000996,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,283.15,-1.890161155434743,0.001389,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,288.15,-1.7573079015534732,0.001894,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,293.05,-1.632063943287076,0.002537,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,298.15,-1.5051615237760083,0.003411,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,303.15,-1.3864384319075858,0.0045,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,308.05,-1.272158679449279,0.005874,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,312.35,-1.1743981970712365,0.007376,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,318.15,-1.0483105825894112,0.00989,253.29799999999997,10.1021/acs.jced.5c00370
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CC(C)CCO,isopentanol,323.15,-0.9440632682870064,0.0126,253.29799999999997,10.1021/acs.jced.5c00370
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,272.15,-1.710075383223281,0.00208,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,278.45,-1.6166411518242412,0.002593,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,283.45,-1.5243317891708206,0.00322,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,288.35,-1.4365964641775342,0.003956,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,292.85,-1.358736475754663,0.004749,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,298.15,-1.2734976104192288,0.005801,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,302.95,-1.1989297494766058,0.006912,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,307.35,-1.1255982070113406,0.0082069999999999,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,312.05,-1.0464181967488804,0.009876,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,316.55,-0.9826095419779234,0.01147,182.606,10.1021/acs.jced.5c00494
O=C(O)/C=C/c1ccccc1Cl,CC(C)CCO,isopentanol,321.55,-0.8985989310870782,0.01395,182.606,10.1021/acs.jced.5c00494
CCC[C@H](N)C(=O)O,CC(C)CCO,isopentanol,298.15,-2.1782152613916246,0.0007260999999999,117.14799999999998,10.1021/acs.jced.5c00498
CCC[C@H](N)C(=O)O,CC(C)CCO,isopentanol,303.15,-2.099221454275121,0.000875,117.14799999999998,10.1021/acs.jced.5c00498
CCC[C@H](N)C(=O)O,CC(C)CCO,isopentanol,308.15,-2.0316728371637653,0.001027,117.14799999999998,10.1021/acs.jced.5c00498
CCC[C@H](N)C(=O)O,CC(C)CCO,isopentanol,313.15,-1.9582172974676235,0.001222,117.14799999999998,10.1021/acs.jced.5c00498
CCC[C@H](N)C(=O)O,CC(C)CCO,isopentanol,318.15,-1.867902247752656,0.001511,117.14799999999998,10.1021/acs.jced.5c00498
CCC[C@H](N)C(=O)O,CC(C)CCO,isopentanol,323.15,-1.7876461706873945,0.001826,117.14799999999998,10.1021/acs.jced.5c00498
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,283.15,-0.4936241068705302,0.0335,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,287.15,-0.4492943227559747,0.0371,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,291.15,-0.3747518992017948,0.0439,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,295.15,-0.2912854324659545,0.0529,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,299.15,-0.2109133954699094,0.0632,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,303.15,-0.1283267548560312,0.0757,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,307.15,-0.0391388763367493,0.0917,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,311.15,0.069245153513458,0.1151,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,315.15,0.1813996479238291,0.1446,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,318.15,0.2699795604074133,0.1721,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,321.15,0.3654710237484704,0.2062,165.19199999999998,10.1021/acs.jced.6b00037
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,isopentanol,324.15,0.4762112950196405,0.2516,165.19199999999998,10.1021/acs.jced.6b00037
