Solute_Canon,Solvent_Canon,gi,gj,T,delta,gi_is_hos,gj_is_hos
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,297.15,0.031159402684664883,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,298.15,0.029908127640247528,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,299.15,0.028649989640307183,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,300.15,0.027385108016552806,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,301.15,0.026113600178753416,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,302.15,0.02483558164982469,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,303.15,0.02355116610031871,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,304.15,0.022260465382018424,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,305.15,0.020963589561020513,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,306.15,0.019660646949958505,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,307.15,0.01835174413963614,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,308.15,0.017036986030056767,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,309.15,0.015716475860671153,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,310.15,0.01439031524013501,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,311.15,0.013058604175348876,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,312.15,0.01172144110002904,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,313.15,0.0103789229025395,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,314.15,0.00903114495331181,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,315.15,0.007678201131582796,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,316.15,0.00632018385166333,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,317.15,0.004957184088638655,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,318.15,0.0035892914035926538,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,319.15,0.0022165939682778912,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,320.15,0.0008391785893451242,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,321.15,0.0005428692680027325,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,322.15,0.0019294654566976988,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C1COCCO1,369,602,323.15,0.0033205271250551505,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,278.15,0.03612887486455918,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,279.15,0.031979243052035145,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,280.15,0.027895196414320367,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,281.15,0.023875907220656245,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,282.15,0.019920560381635255,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,283.15,0.016028353216242408,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,284.15,0.012198495224140515,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,285.15,0.008430207862843986,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,286.15,0.004722724329553785,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,287.15,0.0010752893479661907,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,288.15,0.0025128410407262436,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,289.15,0.006042399682030464,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,290.15,0.00951410850827017,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,291.15,0.01292867873421244,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,292.15,0.01628681104884322,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,293.15,0.019589195802907966,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,294.15,0.022836513192530106,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,295.15,0.026029433439106242,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,296.15,0.02916861696525075,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,297.15,0.03225471456740081,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,298.15,0.03528836758448506,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,299.15,0.03827020806333792,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,300.15,0.04120085892067493,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,301.15,0.04408093410170011,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,302.15,0.04691103873554425,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,303.15,0.04969176928740637,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,304.15,0.052423713707653974,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,305.15,0.0551074515781238,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,306.15,0.05774355425506883,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,307.15,0.0603325850095473,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,308.15,0.06287509916488432,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,309.15,0.06537164423130548,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,310.15,0.06782276003808363,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,311.15,0.0702289788628292,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,312.15,0.07259082555846419,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,313.15,0.07490881767738244,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,314.15,0.07718346559350664,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,315.15,0.0794152726216879,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,316.15,0.08160473513491695,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,317.15,0.08375234267910514,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,318.15,0.08585857808580499,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,319.15,0.08792391758265694,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,320.15,0.08994883090164763,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,321.15,0.09193378138537867,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,322.15,0.09387922609123223,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC#N,369,602,323.15,0.0957856158936039,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,278.15,0.05889698262161147,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,279.15,0.06504339666139458,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,280.15,0.07123822679093195,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,281.15,0.07748062810819079,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,282.15,0.08376977001624653,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,283.15,0.09010483594592955,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,284.15,0.09648502308478868,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,285.15,0.10290954211215109,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,286.15,0.10937761693990922,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,287.15,0.11588848445917677,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,288.15,0.1224413942924869,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,289.15,0.12903560855141905,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,290.15,0.13567040159966837,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,291.15,0.14234505982113177,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,292.15,0.14905888139315948,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,293.15,0.1558111760647023,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,294.15,0.16260126493921945,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,295.15,0.16942848026239687,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,296.15,0.17629216521430635,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,297.15,0.18319167370614053,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,298.15,0.190126370181126,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,299.15,0.1970956294199695,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,300.15,0.2040988363500702,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,301.15,0.21113538585913005,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,302.15,0.2182046826125088,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,303.15,0.2253061408743804,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,304.15,0.2324391843329323,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,305.15,0.239603245928798,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,306.15,0.24679776768755346,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,307.15,0.2540222005551911,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,308.15,0.26127600423751574,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,309.15,0.26855864704250365,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,310.15,0.27586960572602237,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,311.15,0.28320836534080485,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,312.15,0.2905744190884221,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,313.15,0.2979672681743324,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,314.15,0.30538642166586527,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,315.15,0.31283139635316104,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,316.15,0.3203017166127964,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,317.15,0.32779691427425206,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,318.15,0.33531652848916593,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,319.15,0.3428601056030516,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,320.15,0.350427199029653,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,321.15,0.358017369127829,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,322.15,0.3656301830809383,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)=O,602,615,323.15,0.3732652147784634,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,278.15,0.0380243968875007,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,279.15,0.03852856998049958,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,280.15,0.038930983884668535,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,281.15,0.03923307355595895,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,282.15,0.039436251132304534,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,283.15,0.03954190636274291,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,284.15,0.03955140702717941,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,285.15,0.03946609934693868,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,286.15,0.03928730838619998,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,287.15,0.03901633844501973,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,288.15,0.0386544734435077,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,289.15,0.038202977297871143,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,290.15,0.03766309428829118,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,291.15,0.03703604941897609,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,292.15,0.03632304877047687,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,293.15,0.03552527984434661,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,294.15,0.03464391190073002,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,295.15,0.03368009628859525,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,296.15,0.032634966769034435,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,297.15,0.03150963983182109,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,298.15,0.030305215005231645,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,299.15,0.029022775159457836,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,300.15,0.027663386803599366,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,301.15,0.026228100376584962,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,302.15,0.024717950531986332,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,303.15,0.02313395641700211,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,304.15,0.021477121945636668,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,305.15,0.019748436066262087,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,306.15,0.017948873023758694,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,307.15,0.016079392616312305,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,308.15,0.014140940446925043,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,309.15,0.012134448169828005,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,310.15,0.010060833731941443,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,311.15,0.007921001609489053,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,312.15,0.0057158430397734605,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,313.15,0.0034462362483722586,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,314.15,0.001113046671775919,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,315.15,0.0012828728243974297,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,316.15,0.0037406817315819296,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,317.15,0.0062595516885366465,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,318.15,0.008838666276020035,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,319.15,0.011477220815127254,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,320.15,0.014174422170015077,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,321.15,0.016929488554147554,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,322.15,0.019741649340453193,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,369,602,323.15,0.02261014487526225,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,278.15,0.14456489069269196,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,279.15,0.13797079795512346,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,280.15,0.1315481042546729,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,281.15,0.12529453848612704,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,282.15,0.1192078648758681,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,283.15,0.11328588232491299,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,284.15,0.10752642376592547,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,285.15,0.10192735553458476,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,286.15,0.09648657675442252,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,287.15,0.09120201873483325,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,288.15,0.08607164438238257,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,289.15,0.08109344762429416,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,290.15,0.07626545284475128,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,291.15,0.0715857143328158,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,292.15,0.06705231574235526,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,293.15,0.06266336956328544,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,294.15,0.05841701660395415,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,295.15,0.05431142548451362,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,296.15,0.05034479214087639,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,297.15,0.0465153393389528,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,298.15,0.042821316199248116,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,299.15,0.039260997731030756,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,300.15,0.03583268437645515,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,301.15,0.03253470156383287,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,302.15,0.0293653992702545,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,303.15,0.02632315159316434,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,304.15,0.02340635633063215,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,305.15,0.02061343457022602,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,306.15,0.017942830286315825,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,307.15,0.015393009945320557,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,308.15,0.01296246211916241,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,309.15,0.010649697106401845,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,310.15,0.008453246560961247,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,311.15,0.006371663128216909,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,312.15,0.004403520088626323,False,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CCO,369,602,313.15,0.002547411008027467,False,False
