Solute_Canon,Solvent_Canon,Temperature_K,LogS_consensus,sigma,n_contributing_groups,pair_MAE
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CS(C)=O,308.15,0.2618151191347433,0.012,2,0.0117967019225428
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CS(C)=O,313.15,0.32243681593836904,0.012,2,0.0117967019225428
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CS(C)=O,318.15,0.3825362316945249,0.012740439536029788,2,0.0117967019225428
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CS(C)=O,323.15,0.44211620665564677,0.016886895971037326,2,0.0117967019225428
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,283.15,-2.5770140691063297,,1,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,283.2,-2.5481979641932813,0.039746412476680315,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,288.15,-2.483324544549532,0.033451934935360327,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,293.15,-2.4193315835332103,0.027890010295325517,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,293.2,-2.41869922263027,0.027838260141776944,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,298.15,-2.3568162571527638,0.02307834988445263,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,303.15,-2.2957164816067714,0.018970531760526408,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,303.2,-2.295112431813798,0.018932859499274233,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,308.15,-2.235973844547441,0.015523448720831511,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,313.15,-2.177533329125383,0.012697029214728005,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,313.2,-2.1769553216608353,0.012671770994729893,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,318.15,-2.1203430629771955,0.012,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,323.15,-2.0643540895377708,0.012,2,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)=O,323.2,-2.057616245952648,,1,0.0298247219506198
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,283.15,-3.0490169654961603,,1,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,283.2,-3.0413958084040176,0.012,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,288.15,-2.9808088283632044,0.020549416897983314,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,293.15,-2.9153185159834534,0.04106287765605087,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,293.2,-2.9146429461314813,0.041219858444138203,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,298.15,-2.8458385437295917,0.052247869752874807,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,303.15,-2.772668363693243,0.054708494571496666,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,303.2,-2.771918980593056,0.05469097319676526,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,308.15,-2.69608468059608,0.04900501942094881,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,313.15,-2.616343426471537,0.03565759860090804,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,313.2,-2.6155308849458714,0.0354871872441976,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,318.15,-2.533681539167079,0.015149629653544243,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,323.15,-2.4483185666868317,0.012069214606972706,2,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CC(C)O,323.2,-2.4387023636243725,,1,0.0478463551322146
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,283.15,-2.9879021443183973,,1,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,283.2,-2.9826012918709077,0.012,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,288.15,-2.909274215794279,0.014384538646083229,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,293.15,-2.8341050882300665,0.028877569315174646,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,293.2,-2.8333482081088146,0.02899186435609073,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,298.15,-2.7579452909526836,0.03743559506965755,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,303.15,-2.6809017709493115,0.04044216260732711,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,303.2,-2.680127211930127,0.04044541911031098,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,308.15,-2.603072653847793,0.03825300795635806,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,313.15,-2.524548038235689,0.031198416469140042,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,313.2,-2.523759565705461,0.031104357237369606,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,318.15,-2.445410709415219,0.019585351492503726,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,323.15,-2.3657367817582475,0.012,2,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCO,323.2,-2.367426487641751,,1,0.0378992053892485
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,283.15,-3.066046312122671,,1,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,283.2,-3.057476935229165,0.012,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,288.15,-2.9749675958795327,0.012,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,293.15,-2.890837399799711,0.02385322599279465,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,293.2,-2.8899924480874786,0.02397177015060466,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,298.15,-2.806016249932701,0.03315451432252005,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,303.15,-2.720596277037508,0.03751919624283831,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,303.2,-2.7197393445893367,0.03753900000141984,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,308.15,-2.6346617516886686,0.03726270300048844,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,313.15,-2.5482898018823397,0.03267792068212833,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,313.2,-2.5474241175059325,0.03261115248916887,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,318.15,-2.4615510573108286,0.024037074945658876,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,323.15,-2.3745102286860504,0.012,2,0.0365318837763211
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CO,323.2,-2.3817353003574624,,1,0.0365318837763211
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,273.15,-2.177025352162098,,1,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,278.15,-2.1157601417828538,,1,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,283.15,-2.123352239798491,0.09364401873051918,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,288.15,-2.0584692925508277,0.08126406431084668,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,293.15,-1.9937417061936147,0.06576671823714067,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,298.15,-1.929196179699466,0.04736818411074984,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,303.15,-1.864856511889204,0.026268443116520657,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,308.15,-1.8007438921594834,0.012,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,313.15,-1.7368771598168,0.023307519298483962,2,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,323.15,-1.5522212867920047,,1,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,333.15,-1.3798263808431557,,1,0.0666763839077482
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,273.15,-2.0923301400738303,,1,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,278.15,-2.0428985532672215,,1,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,283.15,-2.078965086483171,0.12023778534869803,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,288.15,-2.0183362447762843,0.10305683856499501,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,293.15,-1.9567029334623225,0.08378931952052812,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,298.15,-1.8941672213652172,0.06258502916954675,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,303.15,-1.8308227432422601,0.03958240665499513,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,308.15,-1.7667554668103964,0.01490952308481271,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,313.15,-1.7020443810030272,0.012,2,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,323.15,-1.5229011840487914,,1,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,333.15,-1.3464564901672702,,1,0.0860644772647507
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,273.15,-1.9862223047411973,,1,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,278.15,-1.9321994807108567,,1,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,283.15,-1.9641703759331506,0.12100284282563378,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,288.15,-1.9014497771288745,0.10747660956806941,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,293.15,-1.8374920515583693,0.09158283298987564,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,298.15,-1.7724160718838213,0.07348807119950557,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,303.15,-1.7063309998673564,0.05334632847314729,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,308.15,-1.6393371651759363,0.03130014994963402,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,313.15,-1.5715268541850929,0.012,2,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,323.15,-1.401976176993088,,1,0.0992857598802492
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,333.15,-1.2207536609180067,,1,0.0992857598802492
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,278.15,-0.7844345516182685,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,283.15,-0.7062559393461344,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,288.15,-0.63019835752238,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,293.15,-0.5561633763368716,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,298.15,-0.4840588298842141,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,303.15,-0.41379831636282993,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,308.15,-0.34530074584373305,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,313.15,-0.2784899303791978,0.012,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,318.15,-0.2132942118708081,0.012027366966645383,2,0.0106195002936529
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,278.15,-1.196532777352128,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,283.15,-1.1210176822910947,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,288.15,-1.0475932940565622,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,293.15,-0.9761616749602489,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,298.15,-0.9066311537475695,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,303.15,-0.8389158238292467,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,308.15,-0.7729350893883592,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,313.15,-0.7086132540896978,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC(C)O,318.15,-0.6458791477740022,0.012,2,0.0087732444147977
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,278.15,-1.2953165513596878,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,283.15,-1.2110264597191542,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,288.15,-1.1290181153387835,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,293.15,-1.049185741173844,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,298.15,-0.9714302875410091,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,303.15,-0.895658895552305,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,308.15,-0.8217844116035307,0.012606622989663474,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,313.15,-0.749724947305474,0.012683771003956807,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCO,318.15,-0.679403479942758,0.012,2,0.012110440001637
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,278.15,-0.7634310817258427,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,283.15,-0.7039286002641783,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,288.15,-0.6455741172847471,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,293.15,-0.5883245333812175,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,298.15,-0.532139115564231,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,303.15,-0.4769793280767587,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,308.15,-0.42280867799464517,0.012,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,313.15,-0.36959257409449986,0.013072500255827542,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,318.15,-0.3172981976491789,0.014022649428758988,2,0.0112730158743639
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,278.15,-3.6721023799483126,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,283.15,-3.544595302944125,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,288.15,-3.421928270924517,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,293.15,-3.3038465474473044,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,298.15,-3.1901127213525005,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,303.15,-3.0805052662381107,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,308.15,-2.9748172409414257,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,313.15,-2.872855115205007,0.012,2,0.0089897993775234
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],O,318.15,-2.774437706701473,0.012,2,0.0089897993775234
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,278.15,-1.7969837467082677,0.04934842449783,2,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,283.15,-1.6866859596283188,0.04629713810961373,2,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,288.15,-1.5805546319770123,0.04124558375316918,2,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,293.15,-1.4783707959668728,0.034332038376438084,2,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,298.15,-1.3799303660304378,0.025684298103449254,2,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,303.15,-1.2959469143199271,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,308.15,-1.196111760226593,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,313.15,-1.0984918501001033,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,318.15,-1.002998031043795,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,323.15,-0.9095461946727355,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,328.15,-0.8180569144344823,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,333.15,-0.7284551142898081,,1,0.0563975337923068
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,278.15,-1.597291342309194,0.026998143192879895,2,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,283.15,-1.4986797523426814,0.025823001628889435,2,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,288.15,-1.4024235139768018,0.022934381992241078,2,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,293.15,-1.3084203064332693,0.018449884013976573,2,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,298.15,-1.216574062168748,0.01247821499554876,2,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,303.15,-1.130414848901566,,1,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,308.15,-1.036499337925612,,1,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,313.15,-0.94363202304298,,1,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,318.15,-0.8517941464521925,,1,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,323.15,-0.760967162316966,,1,0.0307777906920934
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,278.15,-2.480057903544947,0.0437374754681648,2,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,283.15,-2.3646446777912393,0.043168275381096535,2,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,288.15,-2.252088268141399,0.04395487822795697,2,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,293.15,-2.142262087003128,0.04600511969976521,2,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,298.15,-2.0350473811402265,0.04923378239719457,2,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,303.15,-1.968206660996632,,1,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,308.15,-1.8696732817646091,,1,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,313.15,-1.7741141353591026,,1,0.0634730714679008
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,318.15,-1.6813917018496265,,1,0.0634730714679008
